question_external_id,text,is_correct,sort_order
CDL-CV-0055,"When making a quick lane change or sudden movement of the steering wheel, the rear trailer tends to swing out. The force of the rear trailer becomes amplified, causing it to roll over.",1,2
CDL-CV-0056,keep pressing the brake pedal firmly.,0,0
CDL-CV-0056,flash your high-beam headlights on and off several times.,0,1
CDL-CV-0056,step on and off the brake pedal several times.,1,2
CDL-CV-0057,A 5-axle tractor towing a 45-foot trailer,0,0
CDL-CV-0057,A 5-axle tractor towing a 42-foot trailer,0,1
CDL-CV-0057,A 5-axle tractor towing a 52-foot trailer,1,2
CDL-CV-0058,following too closely.,0,0
CDL-CV-0058,rollovers.,1,1
CDL-CV-0058,speed.,0,2
CDL-CV-0059,red flags,0,0
CDL-CV-0059,red lights,1,1
CDL-CV-0059,a red flag,0,2
CDL-CV-0060,It should not be done,1,0
CDL-CV-0060,It results in less skidding than using the brake pedal alone,0,1
CDL-CV-0060,It is the best way to brake and keep the truck in a straight line,0,2
CDL-CV-0061,At normal pressure,1,0
CDL-CV-0061,Half the maximum pressure,0,1
CDL-CV-0061,Between 60 and 80 PSI,0,2
CDL-CV-0062,Turning on the parking brakes from the cab,0,0
CDL-CV-0062,Applying and releasing the trailer brakes and listening for brake sounds,1,1
CDL-CV-0062,Lifting the brake pedal,0,2
CDL-CV-0063,"If you must cross into the oncoming lane to make a turn and you see vehicles coming toward you, stop and back up for them.",0,0
CDL-CV-0063,You should turn wide as you complete the turn.,1,1
CDL-CV-0063,You should turn wide before you start the turn.,0,2
CDL-CV-0064,Look under the vehicle for the ECU and wheel speed sensor wires coming from the back of the brakes.,1,0
CDL-CV-0064,Look under the vehicle for the ABS test light.,0,1
CDL-CV-0064,Brake the vehicle on a slippery road and see if the wheels lock.,0,2
CDL-CV-0065,Air lines that control the emergency brakes of the tractor,0,0
CDL-CV-0065,Air lines connecting the parking brake to the trailer brakes,0,1
CDL-CV-0065,Air lines that control the emergency brakes on combination vehicles,1,2
CDL-CV-0066,begin to lower the trailer landing gear.,0,0
CDL-CV-0066,immediately apply your tractor parking brakes.,0,1
CDL-CV-0066,back up gently to ease pressure on the fifth wheel locking jaws.,1,2
CDL-CV-0067,fully loaded,1,0
CDL-CV-0067,empty,0,1
CDL-CV-0067,lightly loaded,0,2
CDL-CV-0068,emergency,1,0
CDL-CV-0068,service,0,1
CDL-CV-0068,parking,0,2
CDL-CV-0069,Trailer emergency / spring brakes to come on,1,0
CDL-CV-0069,Trailer tank pressure to be lost,0,1
CDL-CV-0069,Tractor spring brakes to lock on,0,2
CDL-CV-0070,Are easier to brake because they are heavier,0,0
CDL-CV-0070,Usually need a glad hand converter,0,1
CDL-CV-0070,Often do not have spring brakes,1,2
CDL-CV-0070,None of the answers are correct,0,3
CDL-CV-0071,At lease 1/2 inch,0,0
CDL-CV-0071,None,1,1
CDL-CV-0071,Just enough to see light through it,0,2
CDL-CV-0072,On the front left or rear left corner,1,0
CDL-CV-0072,On the left side and on the front center,0,1
CDL-CV-0072,On the right rear corner,0,2
CDL-CV-0073,Curved line and signal line,0,0
CDL-CV-0073,Straight line and control line,0,1
CDL-CV-0073,Control line and signal line,1,2
CDL-CV-0074,at normal pressure.,1,0
CDL-CV-0074,bled down to half the maximum pressure.,0,1
CDL-CV-0074,between 60 and 80 psi.,0,2
CDL-CV-0075,pulled tight with very little slack.,0,0
CDL-CV-0075,secured but with enough slack for turns.,1,1
CDL-CV-0075,resting on the frame of the tractor.,0,2
CDL-CV-0076,Always delay braking a heavy vehicle until you have no other choice,0,0
CDL-CV-0076,Light vehicles need more braking power to stop than heavy ones,0,1
CDL-CV-0076,Bobtail tractors can take longer to stop than a combination vehicle loaded to the maximum gross weight,1,2
CDL-CV-0077,The shank,1,0
CDL-CV-0077,The head,0,1
CDL-CV-0077,The base,0,2
CDL-CV-0078,10,1,0
CDL-CV-0078,30,0,1
CDL-CV-0078,20,0,2
CDL-CV-0079,connecting the service line glad hand.,0,0
CDL-CV-0079,pushing in the trailer air supply control.,1,1
CDL-CV-0079,pulling out the trailer air supply control.,0,2
CDL-CV-0080,About 12 degrees off the line of the trailer.,0,0
CDL-CV-0080,So that the kingpin engages the driver's side locking jaw first.,0,1
CDL-CV-0080,Directly in front of the trailer.,1,2
CDL-CV-0081,"Red, blue",1,0
CDL-CV-0081,"Black, yellow",0,1
CDL-CV-0081,"Blue, red",0,2
CDL-CV-0082,they are more likely to get stuck on raised railroad crossings.,1,0
CDL-CV-0082,they are more likely to jackknife on the uneven ground.,0,1
CDL-CV-0082,they may take longer to stop.,0,2
CDL-CV-0083,low gear.,1,0
CDL-CV-0083,intermediate gear.,0,1
CDL-CV-0083,high gear.,0,2
CDL-CV-0084,45 degrees,0,0
CDL-CV-0084,90 degrees,1,1
CDL-CV-0084,180 degrees,0,2
CDL-CV-0085,you could lose your brakes while driving.,1,0
CDL-CV-0085,tire pressure will drop.,0,1
CDL-CV-0085,your fuel usage will increase.,0,2
CDL-CV-0086,A tractor pulling two trailers,0,0
CDL-CV-0086,A single tractor trailer,0,1
CDL-CV-0086,A tractor pulling three trailers,1,2
CDL-CV-0087,the same number of,0,0
CDL-CV-0087,fewer,0,1
CDL-CV-0087,more,1,2
CDL-CV-0088,the trailer is more likely to swing out.,0,0
CDL-CV-0088,the trailer is still less likely to swing out.,1,1
CDL-CV-0088,"it doesn't make it any more, or less likely that the trailer will swing out.",0,2
CDL-CV-0089,Over the locking lever,1,0
CDL-CV-0089,Under the locking lever,0,1
CDL-CV-0089,Through the locking lever,0,2
CDL-CV-0090,a Class A CDL.,0,0
CDL-CV-0090,a Class A CDL with a doubles/triples endorsement.,1,1
CDL-CV-0090,a doubles/triples endorsement on your CDL.,0,2
CDL-DT-0001,The trailer will be raised slightly when the converter dolly is backed under it.,1,0
CDL-DT-0001,The center of the kingpin lines up with the locking jaws,0,1
CDL-DT-0001,The kingpin rests on the fifth wheel,0,2
CDL-DT-0002,Restore traction to the tires,1,0
CDL-DT-0002,Use stab or controlled braking,0,1
CDL-DT-0002,Counter steer and accelerate,0,2
CDL-DT-0003,Any time you must,0,0
CDL-DT-0003,Never,1,1
CDL-DT-0003,When the road is dry,0,2
CDL-DT-0004,The shortest trailer,0,0
CDL-DT-0004,The heaviest trailer,1,1
CDL-DT-0004,The lightest trailer,0,2
CDL-DT-0005,Allow more following distance than for smaller vehicles,0,0
CDL-DT-0005,Use special care in bad weather and mountain conditions,0,1
CDL-DT-0005,Do both things,1,2
CDL-DT-0006,Braking during the turn,0,0
CDL-DT-0006,"Slowing to a safe speed before entering the curve, then accelerate slightly during the curve",1,1
CDL-DT-0006,Downshift after you enter the curve,0,2
CDL-DT-0007,9,0,0
CDL-DT-0007,10,1,1
CDL-DT-0007,11,0,2
CDL-DT-0008,Push the brake pedal as hard as you can and hold it there,0,0
CDL-DT-0008,Use controlled or stab braking,1,1
CDL-DT-0008,Use only the trailer brakes,0,2
CDL-DT-0009,"Open, free",0,0
CDL-DT-0009,"Closed, latched",1,1
CDL-DT-0009,"Open, latched",0,2
CDL-DT-0010,an electronic device that connects the electric power from a semitrailer to the rear of a tractor-trailer.,0,0
CDL-DT-0010,a coupling device that connects a semitrailer to the rear of a tractor-trailer.,1,1
CDL-DT-0010,a coupling device that converts the electricity between a semitrailer and a tractor-trailer for international trucking.,0,2
CDL-DT-0011,opening the air tank petcock.,0,0
CDL-DT-0011,using the dolly's parking brake control.,1,1
CDL-DT-0011,doing both of the above.,0,2
CDL-DT-0012,Pull against the rear semitrailer's pin.,1,0
CDL-DT-0012,"Drive forward, brake suddenly, and see if the rear semitrailer hits the one in front of it.",0,1
CDL-DT-0012,Drive forward slowly and see if the rear semitrailer stays attached.,0,2
CDL-DT-0013,leaks of water or gasoline,0,0
CDL-DT-0013,dirt or grime,0,1
CDL-DT-0013,leaks of air or hydraulic fluid,1,2
CDL-DT-0014,you couple the third trailer to the second trailer before you couple them to the first trailer.,1,0
CDL-DT-0014,you do not have to use a converter dolly.,0,1
CDL-DT-0014,you couple the second trailer to the first trailer and then couple them both to the tractor.,0,2
CDL-DT-0015,"Check for normal air pressure. Release the parking brakes. Pull forward slowly. Apply the trailer brakes, using the hand control if so equipped.",1,0
CDL-DT-0015,"Apply the trailer brakes, using the hand control if so equipped. Release the trailer's parking brakes. Check for normal air pressure. Pull forward slowly.",0,1
CDL-DT-0015,"Check for normal air pressure. Release the parking brakes. Apply the trailer brakes, using the hand control if so equipped. Step off the brakes and pull forward slowly.",0,2
CDL-DT-0016,park the vehicle in a straight line on firm level ground.,1,0
CDL-DT-0016,park the vehicle at a 45-degree angle on an incline.,0,1
CDL-DT-0016,park the vehicle at a 45-degree angle on level ground.,0,2
CDL-DT-0017,10,0,0
CDL-DT-0017,12,0,1
CDL-DT-0017,11,1,2
CDL-DT-0018,Are against the law in most states,0,0
CDL-DT-0018,Make things look smaller and farther away than the really are,1,1
CDL-DT-0018,Do not need to be checked as often as flat mirrors because they show a larger area,0,2
CDL-DT-0019,Always keep your vehicle to the right side of your lane,0,0
CDL-DT-0019,High winds are not a problem for doubles and triples,0,1
CDL-DT-0019,You should avoid traveling next to others when possible,1,2
CDL-DT-0020,A triple rig can stop quicker than a 5-axle tractor semi-trailer due to off tracking,0,0
CDL-DT-0020,The rear trailer of a 100-foot triple is less likely to turn over than a single semi-trailer due to the crack the whip effect,0,1
CDL-DT-0020,A sudden movement with the steering wheel can result in a tipped over rear trailer,1,2
CDL-DT-0021,After signaling the change,0,0
CDL-DT-0021,Right after starting the lane change,0,1
CDL-DT-0021,After completing the lane change,0,2
CDL-DT-0021,All answers are correct,1,3
CDL-DT-0022,Close the shut off valves at the rear of both trailers,0,0
CDL-DT-0022,Open the shut off valves at the rear of both trailers,0,1
CDL-DT-0022,"Open the shut off valves at the rear of the first trailer, and close the shut off valves at the rear of the second trailer",1,2
CDL-DT-0023,Use a lower gear,0,0
CDL-DT-0023,Increase engine rpm,0,1
CDL-DT-0023,Drive though quickly,1,2
CDL-DT-0023,Gently pressing the brake pedal while driving through the water.,0,3
CDL-DT-0024,the fifth wheel and the landing gear.,0,0
CDL-DT-0024,the trailers and the radios in the tractor.,0,1
CDL-DT-0024,"the shut-off valves, the converter dolly or dollies, and the air brakes on all trailers.",1,2
CDL-DT-0025,aggressive drivers may cause trouble for you on the road.,0,0
CDL-DT-0025,the vehicle is more likely to roll over or jackknife.,1,1
CDL-DT-0025,both of the above are true.,0,2
CDL-DT-0026,The trailers spring brakes and emergency air brakes,0,0
CDL-DT-0026,Wheel chocks,0,1
CDL-DT-0026,Either answer can be correct,1,2
CDL-DT-0027,Doubles / triples flip over from quick steering movement easier than many other vehicles,1,0
CDL-DT-0027,You should put on the brakes at the same time you perform quick steering movements,0,1
CDL-DT-0027,Counter steering is easier with doubles / triples than with most other vehicles,0,2
CDL-DT-0028,Use only the trailer brakes,0,0
CDL-DT-0028,Go 5 MPH below your safe speed,1,1
CDL-DT-0028,Use stab braking,0,2
CDL-DT-0029,Often do not have spring brakes,1,0
CDL-DT-0029,Have little braking power because they are small,0,1
CDL-DT-0029,Usually need a glad hand converter,0,2
CDL-DT-0030,The rig will continue to move in a straight line no matter how much the steering wheel is turned,0,0
CDL-DT-0030,The rig will stay in a straight line but slide sideways,0,1
CDL-DT-0030,A trailer jackknife,1,2
CDL-DT-0031,March 2000.,0,0
CDL-DT-0031,March 1998.,1,1
CDL-DT-0031,March 2003.,0,2
CDL-DT-0032,Its design makes it more likely to have problems.,0,0
CDL-DT-0032,There are more critical parts to check.,1,1
CDL-DT-0032,The types of cargoes it carries make it more likely to have problems.,0,2
CDL-DT-0033,At highway speed you should look up to 1/4 mile ahead of your truck,0,0
CDL-DT-0033,"Good drivers shift their attention back and forth, near and far",0,1
CDL-DT-0033,Many drivers do not look far enough ahead of their truck,0,2
CDL-DT-0033,All answers are correct,1,3
CDL-DT-0034,The rear trailer of a triple,1,0
CDL-DT-0034,The rear trailer of a double,0,1
CDL-DT-0034,A full trailer behind a truck,0,2
CDL-DT-0035,fifth; two or three,0,0
CDL-DT-0035,third; two or three,0,1
CDL-DT-0035,fifth; one or two,1,2
CDL-DT-0036,to disconnect the safety chains.,0,0
CDL-DT-0036,to slowly pull clear of it.,0,1
CDL-DT-0036,to lower its landing gear.,1,2
CDL-DT-0037,Go to the rear of the second trailer and open the emergency line shut off,1,0
CDL-DT-0037,Watch each trailers air gauge for a drop of 30 PSI,0,1
CDL-DT-0037,"Apply the hand valve at 10 MPH, you should stop in the same distance as a truck with one trailer at 5 MPH",0,2
CDL-DT-0038,The trailer brakes will unlock,0,0
CDL-DT-0038,The airlines will rupture,0,1
CDL-DT-0038,The dolly tow bar may fly up,1,2
CDL-DT-0039,It depends on the load,0,0
CDL-DT-0039,None,1,1
CDL-DT-0039,1/2 to 3/4 inch,0,2
CDL-DT-0040,uncouple the converter dolly.,0,0
CDL-DT-0040,release the brakes on the converter dolly.,0,1
CDL-DT-0040,slowly pull clear of the converter dolly.,1,2
CDL-DT-0041,have little braking power because they are small.,0,0
CDL-DT-0041,sometimes do not have antilock brakes.,1,1
CDL-DT-0041,usually need a glad hand converter.,0,2
CDL-DT-0042,Supply air to the trailer air system with the tractor and then disconnect the emergency line,1,0
CDL-DT-0042,Make sure the trailer will roll freely when coupling,0,1
CDL-DT-0042,Hook the trailer electric cord to a portable generator for braking power,0,2
CDL-DT-0043,Require shorter stopping distances than full ones.,0,0
CDL-DT-0043,May have poor traction due to bouncing and wheel lockup,1,1
CDL-DT-0043,Are the easiest to stop since there is no shifting cargo,0,2
CDL-DT-0044,that you can pull straight through.,1,0
CDL-DT-0044,that is as close as possible to your destination.,0,1
CDL-DT-0044,that you can back out of.,0,2
CDL-DT-0045,The emergency line valve open and release air,0,0
CDL-DT-0045,The service brakes slowly move to the fully applied position,0,1
CDL-DT-0045,Air escapes from the open valve,1,2
CDL-DT-0046,Use the engine brake or speed retarder,1,0
CDL-DT-0046,Keep other traffic out of you side space,0,1
CDL-DT-0046,Use a light touch on the accelerator and brake pedals,0,2
CDL-DT-0047,less,1,0
CDL-DT-0047,more,0,1
CDL-DT-0047,neither more nor less,0,2
CDL-GK-0001,call in and check with dispatch.,0,0
CDL-GK-0001,"check critical items such as the tires, brakes, and cargo tie-downs.",1,1
CDL-GK-0001,"check critical items such as the windshield wipers, heater, and defroster.",0,2
CDL-GK-0002,Used whenever it is safe and legal to do so,1,0
CDL-GK-0002,Turned on when an oncoming driver does not dim his or her lights,0,1
CDL-GK-0002,Dimmed when you are within 100 feet of another vehicle,0,2
CDL-GK-0003,Pulling a hand valve,0,0
CDL-GK-0003,Self-operated when the air pressure is above 150 PSI,1,1
CDL-GK-0003,Must be pulled after every working day,0,2
CDL-GK-0004,Turning on your headlights during the day when visibility is reduced due to rain or snow,0,0
CDL-GK-0004,Flashing your brake lights to warn someone behind you of a hazard that will require slowing down,0,1
CDL-GK-0004,Flashing your brake lights to warn someone behind you that you're are going to stop on the road,0,2
CDL-GK-0004,All answers are correct,1,3
CDL-GK-0005,Gear box,1,0
CDL-GK-0005,Bearing plate,0,1
CDL-GK-0005,Torque rod,0,2
CDL-GK-0005,Leaf spring,0,3
CDL-GK-0006,Engage the clutch before removing your foot from the brake.,0,0
CDL-GK-0006,Apply the trailer brake hand valve.,0,1
CDL-GK-0006,Set the parking brake whenever necessary.,0,2
CDL-GK-0006,Do all of the above.,1,3
CDL-GK-0007,Accelerating,0,0
CDL-GK-0007,Steering,0,1
CDL-GK-0007,First-aid certification,1,2
CDL-GK-0007,Backing safely,0,3
CDL-GK-0008,32 feet,0,0
CDL-GK-0008,61 feet,1,1
CDL-GK-0008,93 feet,0,2
CDL-GK-0009,Driving too fast for road conditions,1,0
CDL-GK-0009,Poorly adjusted brakes,0,1
CDL-GK-0009,Bad tires,0,2
CDL-GK-0009,Poorly designed roads,0,3
CDL-GK-0010,One block,0,0
CDL-GK-0010,500 feet,0,1
CDL-GK-0010,1/4 mile,1,2
CDL-GK-0011,"One within 10 feet of the rear of the vehicle, one about 100 feet to the rear, and one about 200 feet to the rear",0,0
CDL-GK-0011,"One within 10 feet of the rear of the vehicle, one about 100 feet to the rear, and one about 100 feet from the front of the vehicle",1,1
